Title,Link,Date,Content,Sentiment,Last_Name,Full_Name,Formatted_Date
PM Oli and UNSG Guterres agree on the need to drastically reduce greenhouse gas emissions,https://myrepublica.nagariknetwork.com/news/pm-oli-and-unsg-guterres-agree-on-the-need-to-drastically-reduce-greenhouse-gas-emissions/,"Published On: 
                                                    September 22, 2024 12:25 PM NPT
                                                                                                            By: Republica","NEW YORK (USA), Sept 22: Prime Minister KP Sharma Oli and United Nations Secretary General António Guterres have shared their opinions on the need to drastically reduce greenhouse gas emissions. In a meeting held at the UN headquarters in the lead up to the Summit of the Future and 79th UN General Assembly here today, Secretary General Guterres expressed his commitment to lobby with the international community for compensating Nepal for the impact it has been having including the melting of its mountains due to climate change. He also emphasized that sufficient climate finance should be provided to mountainous countries like Nepal, while working on radical reduction in greenhouse gas emissions. Recalling his visit to Nepal last year, Secretary General Guterres emphasized the need for intensive reform in the global order with a focus on reducing and preventing carbon emissions that have been impacting developing countries, including least developed countries like Nepal, according to Nepal's Permanent Representative to the UN, Lok Bahadur Thapa, who also attended the meeting. Assuring that the United Nations will take initiatives for simplified access of the developing countries to advanced financial assistance, the UN Secretary General also highly praised the performance of the Nepali security personnel in the UN peacekeeping missions. In response, Prime Minister Oli expressed his gratitude to the UNSG for visiting Nepal while urging him to take the initiative to deliver climate justice to Nepal. He also requested him to provide leadership positions to Nepal in the UN peacekeeping force, considering its notable contribution to maintaining international peace and security. The Prime Minister also thanked the United Nations and the international community for their concern in the recent avalanche in the Khumbu region of Nepal and shared that Nepal will soon host the Sagarmatha Dialogue on the agenda of the Himalayan ecosystem. He also invited the UN Secretary General Guterres to join the dialogue. Also present during the meeting were Foreign Minister Dr Arju Rana Deuba, Prime Minister's Chief Advisor Bishnu Prasad Rimal, Foreign Secretary Sewa Lamsal and joint secretary of the Ministry of Foreign Affairs, Amrit Bahadur Rai. Earlier today, the UN High Representative for Least Developed Countries, Landlocked Developing Countries and Small Island Developing States, Under Secretary General Rabab Fatima, called on Prime Minister Oli at the office of the Nepali Mission. During the meeting, matters relating to enhancing Nepal-UN cooperation including the promotion of LDCs’ interests in multilateral forums were discussed. (RSS)",Positive,Oli,KP Sharma Oli,2024-09-22 12:25:00
Deputy speaker Rana returns home,https://myrepublica.nagariknetwork.com/news/deputy-speaker-rana-returns-home/,"Published On: 
                                                    September 22, 2024 10:30 AM NPT
                                                                                                            By: Republica",No content,Negative,Rana,Rana,2024-09-22 10:30:00
Countries emitting carbon should pay compensation: PM Oli,https://myrepublica.nagariknetwork.com/news/countries-emitting-carbon-should-pay-compensation-pm-oli/,"Published On: 
                                                    September 22, 2024 09:30 AM NPT
                                                                                                            By: Republica","New York (USA), Sept 22: Prime Minister KP Sharma Oli has said that Nepal is clear in its view that carbon emitting countries should compensate the non-emitting countries. Prime Minister Oli, who is here in connection with participating in the 79th United Nations General Assembly (UNGA), leading the Nepali delegation, said this while addressing as the keynote speaker at a program on Parliamentarians for Fossil Fuel Free, on Saturday. Stating that Nepal has helped reduce the climate change impact through zero carbon emission, he stressed on compensating the communities suffering from climate change impact due to the emissions by the developed countries. He presented the case of the snow melting in the Nepal Himalayas, including Sagarmatha (Mt Everest). PM Oli called on the developed countries of the world to increase funding for future climate adaptation as established by the Paris Agreement. ""Our future is bright because we are investing in the future,"" he said. Meanwhile, Prime Minister Oli and UN Secretary-General Antonio Gueterres will be having a meeting at the UN headquarters here later in the day. Prime Minister Oli is accompanied by his spouse Radhika Shakya, Minister for Foreign Affairs, Arzu Rana Deuba, Chief Advisor to PM, Bishnu Prasad Rimal, Foreign Secretary Sewa Lamsal and other senior officials.",Neutral,Oli,KP Sharma Oli,2024-09-22 09:30:00
PM Oli meets with UNSG Guterres,https://myrepublica.nagariknetwork.com/news/pm-oli-meets-with-unsg-guterres/,"Published On: 
                                                    September 22, 2024 09:00 AM NPT
                                                                                                            By: Republica","New York (USA), Sept 22: A meeting was held between Prime Minister KP Sharma Oli and United Nations Secretary General António Guterres. Prime Minister Oli, who is here to attend the 79th United Nations General Assembly, met with UN Secretary General Guterres at the United Nations Building on Saturday evening local time. During the meeting, various aspects of Nepal-UN relations were discussed. (RSS)",Neutral,Oli,Oli,2024-09-22 09:00:00
"Dahal threatens to continue parliamentary obstruction, launch fresh protests against attempt to discredit Maoist movement",https://myrepublica.nagariknetwork.com/news/dahal-threatens-to-continue-parliamentary-obstruction-launch-fresh-protests-against-attempt-to-discredit-maoist-movement/,"Published On: 
                                                    September 21, 2024 06:10 PM NPT
                                                                                                            By: Republica",No content,Negative,Dahal,Dahal,2024-09-21 18:10:00
Oli and Modi to hold bilateral meeting on the sidelines of UNGA in the US,https://myrepublica.nagariknetwork.com/news/oli-and-modi-to-hold-bilateral-meeting-on-the-sidelines-of-unga-in-the-us/,"Published On: 
                                                    September 21, 2024 04:10 PM NPT
                                                                                                            By: Republica",No content,Negative,Oli,Oli,2024-09-21 16:10:00
Department of Road asked to complete road repairs before Ghatasthapana,https://myrepublica.nagariknetwork.com/news/department-of-road-asked-to-complete-road-repairs-before-ghatasthapana/,"Published On: 
                                                    September 21, 2024 03:30 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 21: The Department of Road has been asked to complete the maintenance of roads before Ghatasthapana so that people's travel to their destinations would be convenient during the festivals. A meeting of transport entrepreneurs with government representatives held today at the Ministry of Physical Infrastructures and Transport issued such a directive, said senior vice-president of the Federation of Nepali National Transport Entrepreneurs, Punya Prasad Sitaula. The meeting also decided to request the Home Ministry and Nepal Police to effectively implement the decision of not operating vehicles along the BP highway during night and to open advance ticket booking soon by holding discussion with the Department of Transport Management. It would help secure passengers' visits. The Department of Transport Management was further directed to ensure fair transport fare. Present in the meeting were Minister for Physical Infrastructure and Transport, Devendra Dahal, Secretary Keshav Kumar Sharma, Joint-Secretary Krishna Raj Panth, President of the Federation of Nepali National Transport Entrepreneurs, Bijay Bahadur Swar, Senior Vice-Chair Sitaula, and the employees of Department of Transport Management, among others.",Positive,,,2024-09-21 15:30:00
Koshi Province Assembly concludes fifth session,https://myrepublica.nagariknetwork.com/news/koshi-province-assembly-concludes-fifth-session/,"Published On: 
                                                    September 21, 2024 02:10 PM NPT
                                                                                                            By: Republica","BIRATNAGAR, Sept 21: The fifth session of the Koshi Provincial Assembly has concluded, effective from Friday midnight. The Province Chief, Parshuram Khapung, ended the session on the recommendation of the provincial government. The fifth session saw 21 meetings, including policies and programs for the fiscal year 2024/2025 as well as the budget being passed. During the session, Chief Minister Hikmat Kumar Karki received a vote of confidence twice. The assembly passed several bills, including amendments to the Provincial Civil Service Act, bills to amend various provincial acts, and a bill related to the management of agricultural grants. This session also finalized the chairpersons of seven thematic committees.",Neutral,,,2024-09-21 14:10:00
Madhesh Province Assembly concludes third session,https://myrepublica.nagariknetwork.com/news/madhesh-province-assembly-concludes-third-session/,"Published On: 
                                                    September 21, 2024 12:52 PM NPT
                                                                                                            By: Republica","JANAKPURDHAM, Sept 21: The third session of the second term of the Madhesh Province Assembly has concluded. Madesh Province Chief Sumitra Subedi Bhandari announced the end of the third session on Friday, based on the recommendation of the provincial Council of Ministers, effective from midnight. According to Article 183 (2) of the Constitution of Nepal, Province Chief Bhandari has concluded the current session.",Neutral,,,2024-09-21 12:52:00
RPP Chairman Lingden off to UK,https://myrepublica.nagariknetwork.com/news/rpp-chairman-lingden-off-to-uk/,"Published On: 
                                                    September 21, 2024 11:25 AM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 21: A delegation led by the Chairman of the Rastriya Prajatantra Party (RPP), Rajendra Lingden, left for the UK last night. The RPP delegation is scheduled to attend programs hosted by the party-affiliated Prabasi Nepali Ekata Samaj. The delegation also includes party chief whip Gyanendra Shahi, head of Diaspora department Anand Adhikari, central member Hikmat Jung Karki and Lingden's spouse Sita Thapa. The RPP leaders are scheduled to participate in the programs to be held in London and Scotland, according to party leader Rajaram Shrestha.",Neutral,Lingden,Rajendra Lingden,2024-09-21 11:25:00
Prime Minister Oli arrives in New York,https://myrepublica.nagariknetwork.com/news/prime-minister-oli-arrives-in-new-york/,"Published On: 
                                                    September 21, 2024 10:55 AM NPT
                                                                                                            By: Republica","NEW YORK, USA, Sept 21: Prime Minister KP Sharma Oli arrived in New York on Friday evening, leading the official Nepali delegation to the 79th United Nations General Assembly (UNGA). The Prime Minister and his delegation were received at the John F Kennedy International Airport by Permanent Representative of Nepal to the UN, Lok Bahadur Thapa, Charge d' Affaires at the Embassy of Nepal in Washington D.C., Kumar Raj Kharel and officials of the Permanent Mission of Nepal to the UN. According to the Ministry of Foreign Affairs, Prime Minister Oli is scheduled to start his official visit with a Keynote/Opening Speech at the Parliamentary Forum on Fossil Fuel to be held at the Glasshouse on Park, 54th West 40th Street in New York. This is scheduled to take place at 12:40 pm local time on Saturday. He is then scheduled to meet with UN Secretary-General Antonio Guterres in the afternoon and attend a welcome reception hosted in his honor by the Permanent Representative of Nepal to the UN in the evening. (RSS)",Neutral,Oli,KP Sharma Oli,2024-09-21 10:55:00
Rabi Lamichhane received over Rs 10 million from Galaxy TV in two years,https://myrepublica.nagariknetwork.com/news/rabi-lamichhane-received-over-rs-10-million-from-galaxy-tv-in-two-years/,"Published On: 
                                                    September 20, 2024 07:15 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 20: Rabi Lamichhane, chairman of the Rastriya Swatantra Party (RSP), has reportedly earned over Rs 10 million in salary while serving as the managing director of Galaxy Television. A report released by the parliamentary special investigation committee, which was formed to look into the misappropriation of cooperatives’ savings, revealed that Lamichhane received Rs 7.4 million during the fiscal year 2021/22 and Rs 3 million in the previous fiscal year 2020/21. In total, Lamichhane collected Rs 10.4 million in two years.",Negative,Lamichhane,Rabi Lamichhane,2024-09-20 19:15:00
PHC calls for complaints against proposed ambassadors for Australia and Belgium,https://myrepublica.nagariknetwork.com/news/phc-calls-for-complaints-against-proposed-ambassadors-for-australia-and-belgium/,"Published On: 
                                                    September 20, 2024 06:00 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 20: The Parliamentary Hearing Committee (PHC) has called for complaints against two proposed ambassadors. Since the parliamentary hearing for the proposed ambassadors is still pending, the PHC has issued a notice today calling for complaints against the proposed ambassador to Belgium, Sewa Lamsal, and the proposed ambassador to Australia, Chitra Lekha Yadav. The PHC has stated that complaints or notifications can be submitted to the PHC's secretariat or any District Administration Office within 10 days from today during office hours. On Thursday, the PHC approved the names of 16 ambassadors previously proposed by the government.",Negative,,,2024-09-20 18:00:00
FNJ Acting President Ramesh Bista resigns,https://myrepublica.nagariknetwork.com/news/fnj-acting-president-ramesh-bista-resigns/,"Published On: 
                                                    September 20, 2024 04:45 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 20: The acting president of the Federation of Nepali Journalists (FNJ), Ramesh Bista, resigned from his post on Friday, citing his inability to hold the federation’s election due to complications in the membership verification. Earlier, Bipul Pokharel resigned from the post of the FNJ president and Bista had become the acting president. He has submitted his resignation to the FNJ Vice President Bala Adhikari and General Secretary Rosan Puri through a notice. He stated in his resignation letter that he was dissatisfied with the FNJ’s decision to grant membership to nearly 400 individuals who had not followed the FNJ’s bylaws and structure, and who had not filled out the required forms. Acting President Bista sent a letter to the FNJ’s Central Election Committee on Thursday, requesting to postpone the upcoming election program for the time being. After receiving his letter, the election committee announced that the election program has been postponed indefinitely. Likewise, voting to elect a new leadership of the FNJ was scheduled for September 28 with the candidacy registration fixed for September 20 (today). However, the election of the new leadership of the FNJ has become uncertain due to the controversy.",Negative,Bista,Bista,2024-09-20 16:45:00
Fiscal commission submits annual report to President Paudel,https://myrepublica.nagariknetwork.com/news/fiscal-commission-submits-annual-report-to-president-paudel/,"Published On: 
                                                    September 20, 2024 04:10 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 20: The annual report of the National Natural Resources and Fiscal Commission has been submitted to President Ram Chandra Paudel. Chairman of the commission, Balanand Paudel, presented the annual report of the commission for the fiscal year 2080/81 BS to President Paudel amid a program held today at Rashtrapati Bhawan Sheetal Niwas. On that occasion, President Paudel said that the role and responsibility of the commission in the implementation of fiscal federalism is important. He expressed his belief that the commission will work in a more orderly, strong and effective manner in accordance with its responsibilities including revenue sharing, financial equalization grants, internal debt limits, and meeting the expenditure responsibilities of all three levels of government. It will further recommend measures to improve revenue collection under fiscal federalism, he believed. (RSS)",Positive,Paudel,Ram Chandra Paudel,2024-09-20 16:10:00
UML Senior Vice Chair Pokharel made acting party chairman,https://myrepublica.nagariknetwork.com/news/uml-senior-vice-chair-pokharel-made-acting-party-chairman/,"Published On: 
                                                    September 20, 2024 02:55 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 20: CPN-UML Chairman KP Sharma Oli has assigned the responsibility of acting chairman of the party to Senior Vice Chair Ishwar Pokharel. UML Central Office Secretary Dr Bhishma Adhikari said that the party’s Chairman Oli, who is also the Prime Minister, handed over the responsibility of the party’s acting chairman to Senior Vice Chairman Pokharel. UML Chairman and Prime Minister Oli left Nepal today for the United States to participate in the 79th General Assembly of the United Nations. RSS",Neutral,Pokharel,Pokharel,2024-09-20 14:55:00
"UN passes resolution calling for Israel to withdraw from Palestinian territories, with Nepal abstaining from vote",https://myrepublica.nagariknetwork.com/news/un-passes-resolution-calling-for-israel-to-withdraw-from-palestinian-territories-with-nepal-abstaining-from-vote/,"Published On: 
                                                    September 20, 2024 02:20 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 20: The proposal for Israel to withdraw from Palestinian territories was passed by the United Nations General Assembly. However, Nepal remained neutral on the vote. Palestine's proposal was supported by 124 countries, including Russia, China, France, Bangladesh, Bhutan, Sri Lanka, Pakistan, and the Maldives. Fourteen countries, including the United States, voted against it. Among the permanent members of the United Nations, the United States was the only one to oppose the resolution. Nepal, India, the United Kingdom, and 43 other countries remained neutral, not taking sides either in favor or against the proposal. Nepal has recognized both Israel and Palestine. Nepal has consistently emphasized the resolution of the issues between these two countries. During the tenure of the then Prime Minister BP Koirala, diplomatic relations between Nepal and Israel were established in 1960. Nepal was the first Asian country to recognize the Jewish state of Israel. Nepali students have been going to Israel to study agriculture while working. In this context, on October 7, when Hamas fighters entered Israel from Palestinian territory and launched an attack, 1,200 people, including 10 Nepalis, were killed. Bipin Joshi from Nepal is still missing. The International Court of Justice (ICJ) declared Israel's presence in Palestinian territory illegal and called for its withdrawal. Similarly, a case has been filed in the International Criminal Court (ICC) in The Hague, the Netherlands, demanding the issuance of arrest warrants against Israeli Prime Minister Benjamin Netanyahu and Hamas leaders.",Negative,Nepal,Nepal,2024-09-20 14:20:00
DPM Singh appointed acting PM,https://myrepublica.nagariknetwork.com/news/dpm-singh-appointed-acting-pm/,"Published On: 
                                                    September 20, 2024 01:50 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 20: Deputy Prime Minister and Minister for Urban Development Prakash Man Singh has been appointed the acting Prime Minister. Following the departure of PM KP Sharma Oli for the USA today to attend the United Nations General Assembly, President Ram Chandra Paudel appointed Singh as the acting prime minister. Singh will handle daily administrative tasks until PM Oli returns to the country. Oli is scheduled to return to Nepal on September 30.",Neutral,Singh,Singh,2024-09-20 13:50:00
Civil service law remains stalled after nine years,https://myrepublica.nagariknetwork.com/news/civil-service-law-remains-stalled-after-nine-years/,"Published On: 
                                                    September 20, 2024 10:20 AM NPT
                                                                                                            By: Bhuwan Sharma","KATHMANDU, Sept 20: Nepal's civil service sector, responsible for implementing federalism, remains in limbo due to the lack of an administrative law. Despite being the duty of political parties and the government to introduce a civil service law, there has been little urgency. As a result, the civil service is struggling to manage federalism effectively. Experts in administration call it unfortunate that the civil service law has not been enacted, even nine years after the Constitution was promulgated. The government has been trying to introduce the Federal Civil Service Act since 2017. Previous governments tried to pass the law through ordinances when it seemed unlikely to get endorsed from Parliament, but both parliamentary and ordinance attempts failed. Most recently, during then-Prime Minister Pushpa Kamal Dahal’s tenure, the government registered the civil service bill in Parliament on March 4, 2024. On May 28, the bill was sent to the State Affairs Committee of Parliament. However, with the budget session of Parliament ending on September 16, the bill could not be passed. Although the government had pledged to pass it during the session, it will now wait until the winter session, with no certainty about its passage then. Kali Prasad Parajuli, spokesperson for the Ministry of Federal Affairs and General Administration (MoFAGA), emphasized that the absence of the civil service law has caused problems in mobilization of government employees, their career development, and transfers across all three levels of government. “The Federal Civil Service Act, an umbrella law, must be introduced soon,” Parajuli said. “Without it, mobilization of civil servants at both provincial and local levels is facing difficulties.” While the central government has completed employee adjustments at all three levels, challenges related to management, transfers, and career development persist due to the absence of the Federal Civil Service Act. MoFAGA employees reported that this gap complicates the relationship between central, provincial, and local governments. A draft of the Federal Civil Service Act was prepared after the 2017 general elections. Since then, multiple ministers and secretaries have promised to prioritize it, but none have succeeded in enacting it. This delay has hampered efforts to implement federalism through administrative reforms. Currently, the civil service operates under the outdated Civil Service Act of 1992, which was designed for a centralized governance system. The Constitution of Nepal mandates that the Federal Civil Service Act should guide the creation of employee administration laws at the provincial and local levels, but the lack of a central law has hindered provincial and local governments from crafting their own administrative laws. Despite six years of employee adjustments across all three levels of government, provincial and local governments still face severe staff shortages. Many ministries in Madhesh Province lack provincial secretaries, with lower-level employees filling in. Similar shortages are reported in Karnali and Sudurpaschim provinces. Employees above the level of under-secretary outside Kathmandu rarely stay in their positions for more than six months while provincial secretaries and chief secretaries do not stay outside the valley for more than three months. Frustrated by this pattern, some provincial governments have proposed their own civil service laws to ensure that secretaries remain in their provinces, hoping to end the trend of officials preferring to stay in Kathmandu. Even after the promulgation of the 2015 Constitution, several commissions were formed to address how to reduce the number of higher-level employees, but their recommendations have gone unimplemented. In 2021, a task force led by former Prime Minister's Secretary Laxman Aryal reviewed the positions of secretaries and high-level officials. The task force recommended strengthening provincial and local governments and reducing the number of central government employees, suggesting a reduction of federal secretaries from 73 to 45. However, this recommendation is also unlikely to be implemented. According to MoFAGA, over the past 71 years, more than two dozen commissions, committees, and task forces have been established to address these issues. Some were chaired by the prime minister, yet their recommendations have consistently been ignored.",Negative,,,2024-09-20 10:20:00
PM Oli leaving for New York today,https://myrepublica.nagariknetwork.com/news/pm-oli-leaving-for-new-york-today/,"Published On: 
                                                    September 20, 2024 09:15 AM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 20: Prime Minister KP Sharma Oli is leaving for the UN Headquarters in New York, leading a Nepali delegation to the 79th session of the United Nations General Assembly (UNGA). The Prime Minister will address the UNGA on September 26. The theme for the 79th UNGA General Debates is ""Leaving No One Behind: Acting together for the advancement of peace, sustainable development and human dignity for present and future generations."" Prime Minister Oli will attend the Opening Session of the General Debate of the 79th UNGA on September 24 and the reception to be hosted by the President of the United States, Joseph Robinette Biden on September 25, according to the Ministry of Foreign Affairs. While in New York, the Prime Minister will address the Summit of the Future as the Chair of the Global Coordination Bureau of Least Developed Countries (LDCs). He will also address the High-Level Plenary Meeting on Addressing the Existential Threats posed by Sea-Level Rise and the High-Level Meeting on Antimicrobial Resistance (AMR), among others. On 23rd September, Prime Minister Oli will deliver a keynote address on 'Nepal's Journey to Democracy and Economic Prosperity' at Columbia University. In addition, he will speak at the John F Kennedy Jr Forum at Harvard University, on ""Nepal's Prospective: From Transitional Justice to Climate Justice' on September 27. Similarly, the Prime Minister will have a meeting with the Secretary-General of the United Nations, Antonio Guterres and is scheduled to hold bilateral meetings in the margins of the UNGA, according to the Foreign Ministry. Prime Minister Oli will be accompanied by his spouse Radhika Shakya, Minister for Foreign Affairs, Arzu Rana Deuba, Foreign Secretary Sewa Lamsal and other senior officials. He will return to Kathmandu on September 30.",Neutral,Oli,KP Sharma Oli,2024-09-20 09:15:00
UML convention bans formation of panels in elections,https://myrepublica.nagariknetwork.com/news/uml-convention-bans-formation-of-panels-in-elections/,"Published On: 
                                                    September 19, 2024 10:00 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 19: The Communist Party of Nepal (UML) has introduced a rule prohibiting the formation of panels in election during the party convention. According to the party’s newly released 'Annual Action Plan for Decisive National Strength Building,' candidates running for any committee position must present themselves individually to voters without forming or promoting any panels. The action plan, unveiled by General Secretary Shankar Pokharel, outlines a goal of reaching 1 million members by the party's upcoming 11th Convention. Membership expansion will focus on mass organizations and contact platforms. Additionally, the party plans to implement an online system for membership documentation and mandates basic training for all new and current party members. Party membership cards will be issued by district committees based on demand. Committees that fail to hold sessions within the period stipulated by the party statute will automatically be converted into organizational committees. Moreover, those with financial arrears to the party will be barred from running for positions in conventions and elected bodies.",Negative,,,2024-09-19 22:00:00
PHC approves 16 ambassadors,https://myrepublica.nagariknetwork.com/news/phc-approves-16-ambassadors/,"Published On: 
                                                    September 19, 2024 07:59 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 19: The Parliamentary Hearings Committee (PHC) has approved the names of 16 out of 17 proposed ambassadors for various countries, as submitted by the government. In a meeting held at Singha Durbar on Thursday, the committee endorsed the names of 16 ambassadors by a majority vote, out of the 17 proposed candidates. Committee Chairperson Ishwari Devi Neupane announced that the decision was made after considering complaints from petitioners, the clarifications of the proposed ambassadors, their work plans, and their statements. The committee approved 16 ambassadors by majority vote. However, some documents related to the proposed ambassador for Sri Lanka, Ram Krishna Bhattarai, were found to be incomplete. Therefore, the committee has directed the secretariat to request additional documents. Neupane mentioned that Rastriya Swatantra Party lawmaker Dol Prasad Aryal expressed differing opinions on the proposed ambassadors for Israel, Prof Dhan Prasad Pandit; South Africa, Prof Dr Kapil Shrestha; and Malaysia, Dr Netra Prasad Timalsina. Likewise, Janata Samajwadi Party Nepal lawmaker Prakash Adhikari had differing views regarding the proposed ambassador to India, Shankar Sharma. In the case of Pandit, a legal matter is pending in the Supreme Court. Aryal argued that Shrestha cannot be appointed ambassador due to a constitutional provision prohibiting individuals who have served as members of the National Human Rights Commission from holding other government positions. In the case of Timalsina, he has filed a case in the Supreme Court against the government. Shrestha was a member of the National Human Rights Commission from 2057 BS to 2062 BS, while Pandit has been convicted by the Patan High Court. Regarding Sharma, concerns were raised about the guidelines for ambassadorial appointments, which prohibit consecutive terms. Sharma was appointed ambassador to India in Chaitra 2078 but was recalled before completing his tenure by the previous government. Of the four proposed ambassadors who have courted controversy, Sharma, Shrestha, and Pandit represent the Nepali Congress, while Timalsina is from the UML quota. Chitralekha Yadav has been recommended ambassador under the Madhesi woman quota and Sewa Lamsal from the Foreign Service. The cabinet meeting on Shrawan 14 (July 29) recommended new ambassadors for various countries. Dr Shankar Prasad Sharma was nominated for India, Kanta Rijal for Australia, and Naresh Bikram Dhakal for Saudi Arabia. Other recommendations included Prof Dr Kapil Man Shrestha for South Africa, Prof  Dhan Prasad Pandit for Israel, and Ram Krishna Bhattarai for Sri Lanka. Shanil Nepal was proposed for Spain, Dr Shail Rupakheti for Germany, and Lok Darshan Regmi for the USA. Chandra Kumar Ghimire was nominated for the UK, while Shiva Maya Tumbahamphe was selected for South Korea. Janga Bahadur Chauhan was recommended for Russia, Ramesh Chandra Paudel for Qatar, and Prof Dr Krishna Prasad Oli for China. Sumnina Tuladhar was recommended ambassador for Denmark, Dr Netra Prasad Timilsina for Malaysia, and Prakash Mani Paudel for Portugal. Likewise, Rita Dhital was recommended for Pakistan. There is a constitutional provision for the president to appoint the ambassadors after approval by the parliamentary committee.",Negative,,,2024-09-19 19:59:00
RSP to hold its first general convention in May 2025,https://myrepublica.nagariknetwork.com/news/rsp-to-hold-its-first-general-convention-in-may-2025/,"Published On: 
                                                    September 19, 2024 06:44 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 19: The Rastriya Swatantra Party (RSP) has decided to hold its first general convention in May next year. Acting spokesperson of the party, Manish Jha, shared that the national assembly underway in Kathmandu has announced the date of the general convention, for May 8,9 and 10, 2025 According to him, RSP Chairman Rabi Lamichhane has changed the central committee to the congress organizing committee.",Neutral,,,2024-09-19 18:44:00
Prime Minister Oli leaving for New York on Friday to attend UNGA,https://myrepublica.nagariknetwork.com/news/prime-minister-oli-leaving-for-new-york-on-friday-to-attend-unga/,"Published On: 
                                                    September 19, 2024 04:45 PM NPT
                                                                                                            By: Republica",No content,Negative,Oli,Oli,2024-09-19 16:45:00
PM asks to secure future by using constitutionally-ensured freedom,https://myrepublica.nagariknetwork.com/news/pm-asks-to-secure-future-by-using-constitutionally-ensured-freedom/,"Published On: 
                                                    September 19, 2024 04:08 PM NPT
                                                                                                            By: Republica","Kathmandu, Sept. 19: Prime Minister KP Sharma Oli has said that our future should be secured by using the freedom ensured by the constitution. Extending his message of best wishes on the occasion of Constitution Day today through his social networking sites, the PM said that the people's elected Constituent Assembly (CA) promulgated the constitution as per the choice of citizens for the form of governance after the decades-long struggle and sacrifices of hundreds of people. ""The constitution has made everyone powerful. It has protected the aspirations of all ideologies, communities, geographies, genders, and ethnic and religious groups,"" the PM said. ""The rights we are using now could be safeguarded only through their promotion.” He urged the young generation not to forget the totalitarian regime faced by the people for long. RSS",Positive,,,2024-09-19 16:08:00
US Secretary of State Blinken extends greetings on Constitution Day,https://myrepublica.nagariknetwork.com/news/us-secretary-of-state-blinken-extends-greetings-on-constitution-day/,"Published On: 
                                                    September 19, 2024 02:54 PM NPT
                                                                                                            By: Republica","WASHINGTON DC (USA), Sept. 19: The Government of the United States of America has extended best wishes to Nepalis on the occasion of Constitution Day today. Issuing a press statement on Wednesday, Secretary of State Antony J Blinken, has offered his sincere congratulations to the people of Nepal on Constitution Day on behalf of the Government of the United States of America. He said this day is also an important moment to recognize many of Nepal’s achievements, including the recent passage of historic transitional justice legislation, and has called for its successful implementation bringing justice for victims and survivors. In his message, the Secretary of State has expressed his satisfaction with the joint efforts to strengthen people-to-people ties, boost economic growth through initiatives like the debt-free partnership with the Millennium Challenge Corporation, promote justice, and uphold democratic principles. ""We remain committed to working with Nepal to increase its climate resilience and advance its transition to clean energy,"" Blinken said. (RSS)",Positive,,,2024-09-19 14:54:00
CK Raut family dispute at peak: Both husband and wife seeking police protection,https://myrepublica.nagariknetwork.com/news/ck-raut-family-dispute-at-peak-both-husband-and-wife-seeking-police-protection/,"Published On: 
                                                    September 19, 2024 02:20 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 19: The family dispute of Chandrakant (CK) Raut, the chairman of the Janamat Party, has reached its peak. Despite Raut filing for divorce from his wife Soni Sindhu Rani, the conflict between the couple remains unresolved. Both individuals have approached the police, claiming to feel unsafe due to each other. According to the Lalitpur police, Raut visited the Imadol Police Sector a few days ago, requesting peace and security due to feeling unsafe from his wife, Rani. On Thursday, Raut's wife Rani also went to the Satdobato Police Circle, requesting protection and claiming to feel unsafe due to her husband. However, the police have not yet registered her complaint. “She (Rani) went to the Satdobato Police Circle claiming insecurity from her husband,” said a Lalitpur police source. “The complaint has not yet been registered, but she is in contact with DSP Chitra Bhattarai at the station.” Police said that the case is currently under consideration. Raut filed for divorce from his wife Rani at the Lalitpur District Court on August 28 under the title “Partition and Divorce.” Raut, who resides in Mahalakshmi Municipality-4 in Lalitpur, filed for divorce due to marital discord. The complaint alleges that his wife frequently visited her parental home and that their relationship had become strained, among other issues, according to Spokesperson Ram Sajiwan Mahato of the court. “Raut has stated in the divorce petition that his wife repeatedly asked for a divorce and even attempted suicide to pressure him into it,” Mahato said. The couple has two daughters and one son, and Raut has requested custody of the children. Raut's wife Rani is from Simriya Ghat in Bihar, India.",Negative,Raut,Raut,2024-09-19 14:20:00
